流水號,開課系所,課程概述,課程目標,課程要求,評量方式,預期學習時數
95087,國際體育運動事務學士學位學程,本課程目的為協助學生了解運動場域中的性別議題，藉由課程講授、專題講座及討論等方式提供學生論述與實務經驗的連結，並透過自我經驗反思、運動歷史與運動時事的評析培養學生對體育運動中性別不平等現況的覺察能力，提升性別意識並建立批判及獨立思考能力。藉由課程講授、運動時事討論、專題講演等形式，逐步培養學生在運動參與過程中的性別敏銳度。,"1.	透過不同主題及運動時事引導學生進行運動參與經驗時的反思。
2.	藉由實際事例與討論引導學生覺察體育運動中性別不平等現況/事件。
3.	協助學生習得性別概念、提昇性別意識、發展問題解決策略，以培養學生破除運動性別意識形態的能力。","1.	準時出席課程，並積極參與課程活動及小組討論
2.	於規定時限內繳交規定作業及報告","30%	

出缺席與課程參與

	準時出席課程。若因故未能到課，請依學校請假程序完成線上請假。
	該學期無故缺席3次或請假次數達5次（包含缺席），不給予出席成績。缺席一次扣5分，請假一次扣2分，遲到一次扣1分。
	每學期有二次請假不扣分，請各位同學謹慎評估請假需求。


30%	

課程指定閱讀與心得 

•	挑選3週課程閱讀資料進行閱讀摘要與心得撰寫。
•	字數以800-1,200字為限。
•	於每週上課前一天下午5點以前上傳。


25%	

小組報告 

	口頭報告佔10%、書面報告佔10%、組內互評5%
	報告時間為15分鐘，隨後進行5分鐘討論。
	最終書面報告的繳交必須包含口頭報告提問的回應。
	書面報告以10,000-12,000字為限。
	繳交期限為6月10日17:00。


15%	

個人作業：運動經驗省思

	從個人生活中的運動參與經驗出發，將課程中所提及的概念應用到運動參與經驗的詮釋與分析，描述該場域中的性別文化並提出反思，或可能的因應行動。
	報告字數以3,000-5,000字為限，並於6月10日17:00以前上傳至作業區。

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
40546,生物環境系統工程學系,,,,,
52667,生物環境系統工程學系,,,,,
25412,生物環境系統工程學系,,,,,
22106,,,,,,
36275,生物環境系統工程學系,,,,,
41479,生物環境系統工程學系,,,,,
58990,生物環境系統工程學系,,,,,
11313,生物環境系統工程學系,,,,,
20011,生物環境系統工程學系,,,,,
49493,生物環境系統工程學系,,,,,
10011,生物環境系統工程學系,,,,,
53098,生物環境系統工程學系,,,,,
22655,生物環境系統工程學系,待補,待補,待補,,
40272,生物環境系統工程學系,,,,,
47815,生物環境系統工程學系,,,,,
20333,生物環境系統工程學系,,,,,
14524,生物環境系統工程學系,,,,,
53373,生物環境系統工程學系,,,,,
10074,生物環境系統工程學系,,,,,
11662,生物環境系統工程學系,,,,,
52383,生物環境系統工程學系,Seminar for Ph.D. students in BSE,Presentation practices,,,
26759,生物環境系統工程學系 / 生物環境系統工程學研究所,,,,,
33504,生物環境系統工程學研究所,,,,,
11011,生物環境系統工程學系 / 統計碩士學位學程 / 生物環境系統工程學研究所,,,,,
11439,生物環境系統工程學系 / 生物環境系統工程學研究所,,,,,
54301,生物環境系統工程學系 / 生物環境系統工程學研究所,,,,,
54743,生物環境系統工程學系 / 統計碩士學位學程 / 生物環境系統工程學研究所,,,,,
11699,生物環境系統工程學研究所,,,,,
40206,生物環境系統工程學研究所,,,,,
28372,生物環境系統工程學研究所,,,,,
40758,生物環境系統工程學研究所,,,,,
28463,生物環境系統工程學研究所,,,,,
39614,生物環境系統工程學研究所,,,,,
48967,生物環境系統工程學研究所,,,,,
32054,生物環境系統工程學研究所,,,,,
27627,生物環境系統工程學研究所,,,,,
58682,生物環境系統工程學研究所,,,,,
57219,生物環境系統工程學研究所,,,,,
21440,生物環境系統工程學研究所,,,,,
33979,生物環境系統工程學研究所,,,,,
18709,生物環境系統工程學研究所,,,,,
58485,生物環境系統工程學研究所,,,,,
13050,生物環境系統工程學研究所,,,,,
16664,生物環境系統工程學研究所,,,,,
28958,生物環境系統工程學研究所,,,,,
57636,生物環境系統工程學研究所,,,,,
55024,生物環境系統工程學研究所,,,,,
38120,生物環境系統工程學研究所,Seminar for Ph.D. students in BSE,Presentation practices,,,
28379,生物環境系統工程學研究所,,,,,
17008,生物環境系統工程學研究所,,,,,
25894,生物環境系統工程學研究所,,,,,
58603,學士後護理學系,,,,,
22081,學士後護理學系,"學 分 數：3 學分，本課程每梯次實習 120 小時，依假期安排微調整個時程。
實習時間：分兩梯次實習，第一梯次為115年05月19日-115年06月12日。第二梯次為115年06月15日-115年07月10日。每梯次實習120 小時，於每週二、三、四、五全天實習(8:00-16:30)，詳細病房實習時間見各梯次安排的實習計畫表單。
實習場所：台大醫院(雲林分院)精神醫學部急性病房、門診、日間病房、社區居家訪視。","一、實習目標
    (一)確認臨床常見的精神疾病症狀，並熟悉相關的治療。
    (二)運用溝通技巧及人際關係理論與病患及家屬建立治療性關係。
    (三)學習以生理、心理、智能、社會及靈性五大層面評估與確立病患的護理問題。   
    (四)瞭解不同病情階段病患的護理需求，應用護理過程，訂定計劃並執行有效之
        護理措施。
    (五)學習與醫療團隊成員建立協同合作關係。
    (六)運用危機治療、團體治療、環境治療及個別心理治療的概念護理個案及家屬。  
    (七)運用精神衛生護理相關法律議題與倫理考量於個案護理。
    (八)促進自我了解與自我成長。","考核方式與作業
   (一) 臨床實習考核 65 %：考核標準見【附件一實習成績考核表】。
   (二) 其他作業15%
         1.週心得 5 %：實習反思紀錄與心得(包括每週臨床實習經驗的感受想法與學習之成長，參訪或見習學習心得、預計下週精進之處)。
         2. 會談分析10 %：學生安排與病人正式會談，事前與老師討論會談主題，現場由老師參與觀察會談情形，會談後予以評析討論。學生統整學習經驗完成一份會談分 析。【附件二】
         3. 團體活動計畫書: 全組交一份團體活動計畫書，包含活動帶領紀錄與檢討【附件三】。                          
（三）讀書報告 5 %：3 人一組，讀書報告文獻請自行找尋與臨床個案照護或治療相關的文獻，在報告前與老師討論內容並確認後精讀，製作 ppt用以當天呈現口頭報告20 分鐘，並整理一張 A4 重點大綱（包括以 APA 第七版標示出文獻出處），於報告時給團體成員，並提出至少一個 
             文獻相關問題引導討論 10 分鐘。請報告前一周星期四繳報告的PPT及一張 A4 重點大綱，請寄至孫凡軻老師的電子郵 件。第一週星期四請找近五年三篇精神科護理英文期刊文章，請寄至孫凡軻老師的電子郵 件。
              精神科護理英文期刊
             1.International Journal of Mental Health Nursing
             2.Journal of Psychiatric and Mental Health Nursing 
             3.ARCHIVES OF PSYCHIATRIC NURSING
            4.PERSPECTIVES IN PSYCHIATRIC CARE
            5.Journal of the American Psychiatric Nurses Association
           6.Issues in Mental Health Nursing
           7.JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES
          8.Journal of Addictions Nursing
 (四) 案例分析 15   %：為使同學能順利繳交作業，故規劃每週護理過程的進展為：
                第一週評估個案及家庭、發病與治療經過、症狀、診斷；
                第二和三週精神狀態評估、治療與反應、身心社會靈性需求評估、和學習和執行護理過程；
               第四週重要健康問題確認與照護計畫落實及評值等【附件四】，並針對臨床照護個案的核心問題，進行文獻查證與討論結論，繳交一份案例分析。【附件五】",,
50803,學士後護理學系,,,,,
34033,生化科技學系,,,,,
15909,生化科技學系,,,,,
14899,生化科技學系,,,,,
58255,生化科技學系,,,,,
17537,生化科技學系 / 生命科學院院學士學位,,,,,
45012,生命科學院院學士學位 / 生化科技學系,,,,,
47153,生命科學院院學士學位 / 生化科技學系,,,,,
41552,生化科技學系,,,,,
37359,生化科技學系,,,,,
30581,生化科技學系,,,,,
42065,生化科技學系,,,,,
29200,生化科技學系,,,,,
47287,生化科技學系,,,,,
35658,生化科技學系,,,,,
16734,,,,,,
42676,生化科技學系 / 生化科技研究所,,,,,
35087,生命科學院院學士學位 / 生化科技研究所 / 生命科學所,,,,,
40726,生化科技研究所 / 生命科學院院學士學位 / 生化科技學系,,,,,
19451,生化科技研究所,,,,,
24761,生化科技研究所,,,,,
33708,生化科技研究所,,,,,
11174,生化科技研究所,,,,,
14940,生化科技研究所,,,,,
57489,生化科技研究所,,,,,
57007,生化科技研究所,,,,,
43206,生化科技研究所,,,,,
20285,生化科技研究所,,,,,
22880,生化科技研究所,,,,,
46882,生化科技研究所,,,,,
21643,生化科技研究所,,,,,
19822,生化科技研究所,,,,,
26905,生化科技研究所,,,,,
14580,生化科技研究所,,,,,
17522,生化科技研究所,,,,,
14383,生化科技研究所,,,,,
58210,生化科技研究所,,,,,
23016,生化科技研究所,,,,,
43739,生化科技研究所,,,,,
22024,生化科技研究所,,,,,
50750,生化科技研究所,,,,,
14257,生化科技研究所,,,,,
95044,生化科技研究所,,,,,
22310,生化科技研究所,,,,,
54254,生化科技研究所,,,,,
50840,生化科技研究所,,,,,
14356,生化科技研究所,,,,,
51613,生化科技研究所,,,,,
43440,生化科技研究所,,,,,
52530,生化科技研究所,,,,,
53936,,,,,,
58557,無授課對象,,,,,
45467,臨床牙醫學研究所,,,,,
12594,臨床牙醫學研究所 / 神經生物與認知科學學程,,,,,
17340,臨床牙醫學研究所,,,,,
36527,臨床牙醫學研究所,,,,,
30204,臨床牙醫學研究所,,,,,
21911,臨床牙醫學研究所,,,,,
23394,臨床牙醫學研究所,,,,,
23692,臨床牙醫學研究所,,,,,
52364,臨床牙醫學研究所,,,,,
37920,臨床牙醫學研究所,,,,,
44160,臨床牙醫學研究所,,,,,
18174,臨床牙醫學研究所,,,,,
17056,臨床牙醫學研究所,,,,,
25597,臨床牙醫學研究所,,,,,
45862,臨床牙醫學研究所,,,,,
52410,臨床牙醫學研究所,,,,,
39697,臨床牙醫學研究所,,,,,
25681,臨床牙醫學研究所,,,,,
25995,臨床牙醫學研究所,,,,,
52850,臨床牙醫學研究所,,,,,
14503,臨床牙醫學研究所,,,,,
52319,臨床牙醫學研究所,,,,,
37693,臨床牙醫學研究所,,,,,
31970,臨床牙醫學研究所,,,,,
58767,臨床牙醫學研究所,,,,,
17114,臨床牙醫學研究所,,,,,
38541,臨床牙醫學研究所,,,,,
57037,臨床牙醫學研究所,,,,,
17490,臨床牙醫學研究所,,,,,
33135,臨床牙醫學研究所,,,,,
16185,臨床牙醫學研究所,,,,,
22563,臨床牙醫學研究所,,,,,
39261,臨床牙醫學研究所,,,,,
15966,臨床牙醫學研究所,,,,,
33951,臨床牙醫學研究所,,,,,
49479,臨床牙醫學研究所,,,,,
59177,臨床牙醫學研究所,,,,,
57173,臨床牙醫學研究所,,,,,
53055,臨床牙醫學研究所,,,,,
56370,臨床牙醫學研究所,,,,,
47349,臨床牙醫學研究所,,,,,
14191,臨床牙醫學研究所,,,,,
26931,臨床牙醫學研究所,,,,,
12302,臨床牙醫學研究所,,,,,
32709,臨床牙醫學研究所,,,,,
16429,臨床牙醫學研究所,,,,,
23994,臨床牙醫學研究所,,,,,
20634,臨床牙醫學研究所,,,,,
25150,臨床牙醫學研究所,,,,,
18905,臨床牙醫學研究所,,,,,
56388,臨床牙醫學研究所,,,,,
27630,臨床牙醫學研究所,,,,,
36919,臨床牙醫學研究所,,,,,
39699,臨床牙醫學研究所,,,,,
21007,臨床牙醫學研究所,,,,,
44608,臨床牙醫學研究所,,,,,
18904,臨床牙醫學研究所,,,,,
56197,臨床牙醫學研究所,,,,,
43255,臨床牙醫學研究所,,,,,
41105,化學系,,,,,
28529,化學系,,,,,
38252,化學系,,,,,
19804,化學工程學系,"本實驗課程包含計量化學、酸鹼平衡與滴定、氧化還原反應與滴定、熱化學、動力學、電化學、合成與分析化學、材料化學等相關之實驗。 
General Chemistry Laboratory course includes stoichiometry, thermochemistry, acid-base, equilibrium, buffer solution, titration, electrochemistry, chemical kinetics, coordination compounds, spectroscopy, and material sciences.","配合普通化學課程內容與目標，學生經由實作實驗印證化學原理定則，學習科學研究過程及精神，練習實驗基礎技能及資料收集、數據整理及報告彙整等基礎科學研究能力。 
General Chemistry Laboratory is a course to demonstrate the principles of chemistry, teach the students various techniques used in the lab, and train the students to familiar with scientific methods.","每次實驗課時間為 3 小時，學生需課前書寫實驗預習報告，遵守實驗室安全規定，熟悉各項實驗技能操作，準時繳交實驗報告。
 Preview the experiment before class. Follow the safety guidelines of Lab. Be Familiar with Lab skills. Hand in reports on time.",,"課前學習時數：1小時
課後學習時數：0.5小時"
35033,化學工程學系,"本實驗課程包含計量化學、酸鹼平衡與滴定、氧化還原反應與滴定、熱化學、動力學、電化學、合成與分析化學、材料化學等相關之實驗。 
 General Chemistry Laboratory course includes stoichiometry, thermochemistry, acid-base, equilibrium, buffer solution, titration, electrochemistry, chemical kinetics, coordination compounds, spectroscopy, and material sciences.","配合普通化學課程內容與目標，學生經由實作實驗印證化學原理定則，學習科學研究過程及精神，練習實驗基礎技能及資料收集、數據整理及報告彙整等基礎科學研究能力。 
 General Chemistry Laboratory is a course to demonstrate the principles of chemistry, teach the students various techniques used in the lab, and train the students to familiar with scientific methods.","每次實驗課時間為 3 小時，學生需課前書寫實驗預習報告，遵守實驗室安全規定，熟悉各項實驗技能操作，準時繳交實驗報告。
 Preview the experiment before class. Follow the safety guidelines of Lab. Be Familiar with Lab skills. Hand in reports on time.",,"課前學習時數：1小時
課後學習時數：0.5小時"
53541,,,,,,
16725,,,,,,
59499,,,,,,
56983,動物科學技術學系 / 農藝學系,,,,,
27922,生化科技學系,,,,,
43414,牙醫學系,,,,,
51155,化學系,,,,,
30201,化學系,,,,,
27876,化學系,,,,,
35606,化學系,,,,,
31007,化學系,,,,,
35062,化學系,,,,,
26578,化學系,,,,,
18450,化學系,,,,,
34535,化學系,,,,,
46660,化學系,,,,,
13135,化學系,,,,,
30530,化學系,,,,,
33527,化學系,,,,,
53530,化學系,,,,,
34325,化學系,,,,,
58368,化學系,,,,,
20028,化學系,,,,,
17955,化學系,,,,,
17988,化學系,,,,,
19409,化學系,,,,,
49543,化學系,,,,,
48973,化學系,,,,,
52042,化學系,,,,,
48842,化學系,,,,,
17326,化學系,,,,,
43682,化學系,,,,,
34639,化學系,,,,,
23834,化學系,,,,,
18467,化學系,,,,,
16780,化學系,,,,,
36778,化學系,,,,,
42712,化學系,,,,,
52092,化學系,,,,,
36553,化學系,,,,,
47678,化學系,,,,,
54051,化學系,,,,,
55506,化學系,,,,,
56533,化學系,,,,,
48175,化學系,,,,,
20523,化學系,,,,,
11166,化學系,,,,,
45177,化學系,,,,,
28089,化學系,,,,,
16938,化學系,,,,,
37442,化學系,,,,,
37461,化學系,,,,,
45796,化學所化學組 / 分子科學與技術國際研究生博士學位學程,,,,,
20348,化學系 / 化學所化學生物學組 / 化學所化學組,,,,,
43976,化學系 / 化學所化學生物學組 / 化學所化學組,,,,,
52930,化學系,,,,,
45914,化學所化學組,,,,,
16422,化學所化學組,,,,,
32861,化學所化學組,,,,,
54687,化學所化學組,,,,,
45155,化學所化學組,,,,,
35549,化學所化學組,,,,,
41214,化學所化學組,,,,,
18786,化學所化學組,,,,,
32666,化學所化學組,,,,,
54383,化學所化學組,,,,,
50467,化學所化學組,,,,,
51861,化學所化學組,,,,,
10782,化學所化學組,,,,,
32769,化學所化學組,,,,,
42939,化學所化學組,,,,,
27666,化學所化學組,,,,,
27832,化學所化學組,,,,,
51226,化學所化學組,,,,,
19346,化學所化學組,,,,,
45819,化學所化學組,,,,,
41849,化學所化學組,,,,,
22549,化學所化學組,,,,,
59658,化學所化學組,,,,,
36493,化學所化學組,,,,,
36631,化學所化學組,,,,,
40079,化學所化學組,,,,,
55728,化學所化學組,,,,,
27986,化學所化學組,,,,,
49010,化學所化學組,,,,,
45203,化學所化學組,,,,,
57263,化學所化學組,,,,,
11764,化學所化學組,,,,,
57148,化學所化學組,,,,,
22274,化學所化學生物學組,,,,,
47405,化學所化學生物學組,,,,,
13964,化學所化學生物學組,,,,,
27511,化學所化學生物學組,,,,,
27625,化學所化學生物學組,,,,,
57850,化學所化學生物學組,,,,,
49716,化學所化學生物學組,,,,,
32236,化學所化學生物學組,,,,,
33962,化學所化學生物學組,,,,,
19169,化學所化學生物學組,,,,,
31254,化學所化學生物學組,,,,,
15584,化學所化學生物學組,,,,,
52820,化學所化學生物學組,,,,,
18846,化學所化學生物學組,,,,,
95017,化學研究所,,,,,
25034,化學所化學組 / 化學所化學生物學組,,,,,
50330,化學所化學組 / 化學所化學生物學組,,,,,
11796,化學所化學組 / 化學所化學生物學組,,,,,
34758,化學所化學組 / 化學所化學生物學組,,,,,
54425,化學所化學組 / 化學所化學生物學組,,,,,
42374,化學所化學組 / 化學所化學生物學組,,,,,
16755,化學所化學組 / 化學所化學生物學組,,,,,
43379,化學所化學組 / 化學所化學生物學組,,,,,
47456,化學所化學組 / 化學所化學生物學組,,,,,
20747,化學所化學組 / 化學所化學生物學組,,,,,
47315,化學所化學組 / 化學所化學生物學組,,,,,
21662,化學所化學組 / 化學所化學生物學組,,,,,
18473,化學所化學組 / 化學所化學生物學組,,,,,
46157,化學所化學組 / 化學所化學生物學組,,,,,
10837,化學所化學組 / 化學所化學生物學組,,,,,
37823,化學所化學組 / 化學所化學生物學組,,,,,
44418,化學所化學組 / 化學所化學生物學組,,,,,
35782,化學所化學組 / 化學所化學生物學組,,,,,
46647,化學所化學組 / 化學所化學生物學組,,,,,
14577,化學所化學組 / 化學所化學生物學組,,,,,
24906,化學所化學組 / 化學所化學生物學組,,,,,
35494,化學所化學組 / 化學所化學生物學組,,,,,
35005,化學所化學組 / 化學所化學生物學組,,,,,
33778,化學所化學組 / 化學所化學生物學組,,,,,
56540,化學所化學組 / 化學所化學生物學組,,,,,
30744,化學所化學組,,,,,
24938,,,,,,
28122,化學所化學生物學組,,,,,
11867,化學所化學組 / 化學所化學生物學組,,,,,
56595,化學所化學組 / 化學所化學生物學組,,,,,
12440,化學所化學組,,,,,
48098,化學所化學組,,,,,
26199,化學所化學組,,,,,
19849,化學所化學組,,,,,
35957,化學所化學組,,,,,
13091,化學所化學組,,,,,
37029,化學所化學組,,,,,
58911,化學所化學組,,,,,
49016,化學所化學組,,,,,
49806,化學所化學組,,,,,
45126,化學所化學組,,,,,
37339,化學所化學組,,,,,
55001,化學所化學組,,,,,
50202,化學所化學組,,,,,
17218,化學所化學組,,,,,
55770,化學所化學組,,,,,
54682,化學所化學組,,,,,
23017,化學所化學組,,,,,
40921,化學所化學組,,,,,
55532,化學所化學組,,,,,
57602,化學所化學組,,,,,
43885,化學所化學組,,,,,
20179,化學所化學組,,,,,
13762,化學所化學生物學組,,,,,
25805,化學所化學生物學組,,,,,
43764,化學所化學生物學組,,,,,
46249,化學所化學生物學組,,,,,
10811,化學所化學生物學組,,,,,
95051,化學所化學生物學組,,,,,
42678,化學所化學組 / 化學所化學生物學組,,,,,
13860,化學所化學組 / 化學所化學生物學組,,,,,
23871,化學所化學組 / 化學所化學生物學組,,,,,
17689,化學所化學組 / 化學所化學生物學組,,,,,
43094,化學所化學組 / 化學所化學生物學組,,,,,
27933,化學所化學組 / 化學所化學生物學組,,,,,
47725,化學所化學組 / 化學所化學生物學組,,,,,
50857,化學所化學組 / 化學所化學生物學組,,,,,
14950,化學所化學組 / 化學所化學生物學組,,,,,
29622,化學所化學組 / 化學所化學生物學組,,,,,
40488,化學所化學組 / 化學所化學生物學組,,,,,
55089,化學所化學組 / 化學所化學生物學組,,,,,
46443,化學所化學組 / 化學所化學生物學組,,,,,
25189,化學所化學組 / 化學所化學生物學組,,,,,
20154,化學所化學組 / 化學所化學生物學組,,,,,
14898,化學所化學組 / 化學所化學生物學組,,,,,
39899,化學所化學組 / 化學所化學生物學組,,,,,
33692,化學所化學組,,,,,
53908,化學所化學組,,,,,
22922,,,,,,
43422,化學所化學組 / 永續化學科技國際研究生博士學位學程 / 分子科學與技術國際研究生博士學位學程,,,,,
34330,化學所化學組 / 永續化學科技國際研究生博士學位學程 / 分子科學與技術國際研究生博士學位學程,,,,,
28963,化學所化學組,,,,,
39397,化學所化學組 / 化學所化學生物學組,"本課程為因應同學的興趣以及實際課程安排情形，課程內容分為協助課務、實驗進行兩方面：
1.實驗：
本課程教材是以本系所編纂的實驗教材(包含普通化學實驗、有機化學實驗、分析化學實驗、物理化學實驗)為主，搭配本系專任助教及教學約用幹事們的說明指導，於學期開始前進行實驗課程的預作及助理助教說明會，講解安全注意事項與教學技巧。
修習本課程之碩博士生，將於學期中擔任實驗課程助理助教，將所學習得的知識技能作實際印證，包括協助指導實驗課程內容、協助準備實驗器材與藥品，使實驗過程可以順利進行。此外，每週規劃有每週進行助教會議，實際檢討當週實驗進行，並預習下週實驗，有效促進教學學習。
2.課程：
本課程指導教師即為課程授課老師，課程教材及教學方法部分由各開課老師擇選安排。會於開學前舉辦課務教學助理說明會，邀請本系資深助教與會，經驗分享。
修習本課程之碩博士生，將於學期中擔任課程教學助理，透過協助教師課程準備、習題講解、考卷批改等訓練，除複習大學所學專業知識外，更培養學生表達溝通的能力。

表現優異的同學，將獲頒學年度特優助理助教/優良助理助教獎項。

碩士生修習「化學教學法與實習」課程，畢業後10年內進入本所博士班就讀者，可依本系辦法申請抵免研究所「化學教學法與實習」課程。","1.	藉由本課程的訓練，使同學對於化學有更深的認識，透過指導大學部學生的過程，提升自我表達協調等能力。
2.	培育本校化學實驗/化學課程教學助理人才。","實驗：
1.	參與期初助理助教說明會。
2.	開學前參與實驗預作。
3.	參與每週助教會議。
課程：
1.	 參與期初課務助教說明會。
2.	 協助教師教學交辦事項。",,2-4小時
47235,化學所化學組 / 化學所化學生物學組,,,,,
42281,化學工程學系,,,,,
31613,化學工程學系,,,,,
10720,化學工程學系,,,,,
57534,化學工程學系,,,,,
50875,化學工程學系,,,,,
52711,化學工程學系,,,,,
15534,化學工程學系,,,,,
21105,化學工程學系,,,,,
49821,化學工程學系,,,,,
23884,化學工程學系,,,,,
57207,化學工程學系,,,,,
34092,化學工程學系,,,,,
32790,化學工程學系,,,,,
56261,化學工程學系,,,,,
38145,化學工程學系,,,,,
16151,化學工程學系,,,,,
44460,化學工程學系,,,,,
46320,化學工程學系,,,,,
58226,化學工程學系,,,,,
56305,化學工程學系,,,,,
38891,化學工程學系,,,,,
44252,化學工程學系,,,,,
33082,化學工程學系,,,,,
33083,化學工程學系,,,,,
53410,化學工程學系,,,,,
22528,化學工程學系,,,,,
52867,化學工程學系,,,,,
56536,化學工程學系,,,,,
29150,化學工程學系,,,,,
11864,化學工程學系,,,,,
24628,化學工程學系 / 化學工程學研究所,,,,,
29079,化學工程學系 / 化學工程學研究所,,,,,
46200,化學工程學系 / 化學工程學研究所,,,,,
48848,化學工程學系 / 化學工程學研究所,,,,,
30400,化學工程學研究所,,,,,
17389,化學工程學研究所,,,,,
38878,化學工程學研究所,,,,,
44220,化學工程學研究所,,,,,
17826,化學工程學研究所,,,,,
36542,化學工程學研究所,"研究主題請點選網頁，
http://homepage.ntu.edu.tw/~cswu/",用科學實驗的驗証方法，網路搜尋科技文獻，熟悉科技報告的寫作和口頭報告技巧，進行實驗完成碩士論文。,依據研究計畫的進度進行。,,
41536,化學工程學研究所,,,,,
35521,化學工程學研究所,,,,,
21719,化學工程學研究所,,,,,
58438,化學工程學研究所,,,,,
47749,化學工程學研究所,,,,,
40678,化學工程學研究所,,,,,
46666,化學工程學研究所,,,,,
34425,化學工程學研究所,,,,,
24662,化學工程學研究所,,,,,
51916,化學工程學研究所,,,,,
43843,化學工程學研究所,,,,,
31584,化學工程學研究所,,,,,
47697,化學工程學研究所,,,,,
54868,化學工程學研究所,,,,,
46437,化學工程學研究所,,,,,
33730,化學工程學研究所,,,,,
31755,化學工程學研究所,,,,,
20442,化學工程學研究所,,,,,
25176,化學工程學研究所,,,,,
29067,化學工程學研究所,,,,,
59426,化學工程學研究所,,,,,
10643,化學工程學研究所,,,,,
51541,化學工程學研究所,,,,,
34176,化學工程學研究所,,,,,
56798,化學工程學研究所,,,,,
24971,化學工程學研究所,,,,,
12671,化學工程學研究所,,,,,
54048,化學工程學研究所,,,,,
21498,化學工程學研究所,,,,,
44722,化學工程學研究所,,,,,
23516,化學工程學研究所,,,,,
23287,化學工程學研究所,,,,,
53081,化學工程學研究所,,,,,
13340,化學工程學研究所,,,,,
56291,化學工程學研究所,,,,,
41093,化學工程學研究所,,,,,
51790,化學工程學研究所,,,,,
29270,化學工程學研究所,,,,,
33735,化學工程學研究所,,,,,
20937,化學工程學研究所,,,,,
51357,化學工程學研究所,,,,,
10215,化學工程學研究所,,,,,
45189,化學工程學研究所,,,,,
24357,化學工程學研究所,,,,,
57449,化學工程學研究所,,,,,
49497,化學工程學研究所,,,,,
34303,化學工程學研究所,,,,,
58589,化學工程學研究所,,,,,
42832,化學工程學研究所,,,,,
20035,化學工程學研究所,,,,,
53569,化學工程學研究所,,,,,
30026,化學工程學研究所,,,,,
59281,化學工程學研究所,,,,,
17396,化學工程學研究所,,,,,
27489,化學工程學系 / 化學工程學研究所,,,,,
55230,化學工程學研究所,,,,,
40544,化學工程學研究所,,,,,
48931,化學工程學研究所,,,,,
33301,化學工程學研究所,,,,,
46629,化學工程學研究所,,,,,
54965,化學工程學研究所,,,,,
13560,化學工程學研究所,,,,,
54085,化學工程學研究所,,,,,
10889,化學工程學研究所,,,,,
21018,化學工程學研究所,,,,,
48434,化學工程學研究所,,,,,
51046,化學工程學研究所,,,,,
56159,化學工程學研究所 / 綠色永續材料與精密元件博士學位學程,,,,,
41693,化學工程學研究所,,,,,
20737,化學工程學研究所,,,,,
41983,化學工程學研究所,,,,,
56608,化學工程學研究所,,,,,
50492,化學工程學研究所,,,,,
14920,化學工程學研究所,,,,,
59366,化學工程學研究所,,,,,
37567,化學工程學研究所,,,,,
26881,化學工程學研究所,,,,,
33903,化學工程學研究所,,,,,
34914,化學工程學研究所,,,,,
46180,化學工程學研究所,,,,,
42568,化學工程學研究所,,,,,
35982,化學工程學研究所,,,,,
50655,化學工程學研究所,,,,,
59898,中國文學系 / 中國文學系國際學生學士班,,,,,
17563,中國文學系 / 中國文學系國際學生學士班,,,,,
10471,中國文學系,本,"有二： 
（一）	介紹文字學面對的材料與處理的問題。包括：
（1）	以古文字為中心的文字學材料介紹：
依序介紹殷商文字、西周春秋文字、六國文字、秦文字 等；
（2）	以《說文》為中心的文字學議題：
優先介紹傳統六書說、其他漢字分類法，另及小學的名義、「文字學」的來由、文字創造的傳說（倉頡造字說等）、文字創造年代的推測（陶文或陶符）、「文」「字」的名義與演變等；《說文》之版本、說解條例、文字學理論、文字學在歷代的變化等，視進度而定。
（3）	文字學理論與術語：
文字演變的各項規律（繁化、簡化、類化、異化、聲化）、相關術語（累增字、分化字、古今字、異體字、同形字、繁簡字、同源詞、右文說、同義換讀）、文字現象（分化與合併、形義關係）等。
以上內容，分為上、下兩學期講授，如下：
上學期：Ch01文字形成的過程～Ch04形體的演變（上）：古文字階段的漢字
下學期：Ch06漢字基本類型的劃分～Ch13漢字的整理和簡化
課程目標
1.介紹文字學面對的材料與處理的問題。
2.使同學至少擁有講課講義中古文字，以及常見表意字古文字的辨識及書寫能力。","1.按時繳交作業，參加小考。 
2.完成分組(作業、課堂流程)。",,2
