流水號,開課系所,課程概述,課程目標,課程要求,評量方式,預期學習時數
39375,,,,,,
46590,資訊工程學研究所,,,,,
49357,資訊工程學研究所,,,,,
48642,資訊工程學研究所,,,,,
35717,資訊工程學研究所,,,,,
25835,資訊工程學研究所,,,,,
33908,資訊工程學研究所,,,,,
59787,資訊工程學研究所,,,,,
13356,資訊工程學研究所,,,,,
22534,資訊工程學研究所,,,,,
32551,資訊工程學研究所,,,,,
21877,資訊工程學研究所,,,,,
42644,資訊工程學研究所,,,,,
28797,資訊工程學研究所,,,,,
16236,資訊工程學研究所,,,,,
32001,資訊工程學研究所,,,,,
44919,資訊工程學研究所,,,,,
52123,資訊工程學研究所,,,,,
26364,資訊工程學研究所,,,,,
59546,資訊工程學研究所,,,,,
58761,資訊工程學研究所,,,,,
43127,資訊工程學研究所,,,,,
56218,資訊工程學研究所,,,,,
16632,資訊工程學研究所,,,,,
45348,資訊工程學研究所,,,,,
35223,資訊工程學研究所,,,,,
18380,資訊工程學研究所,,,,,
50900,資訊工程學研究所,,,,,
44933,資訊工程學研究所,,,,,
10223,資訊工程學研究所,,,,,
49289,資訊工程學研究所,,,,,
29420,資訊工程學研究所,,,,,
47723,資訊工程學研究所,,,,,
46593,資訊工程學研究所,,,,,
57344,資訊工程學研究所,,,,,
21931,資訊工程學研究所,,,,,
22355,資訊工程學研究所,,,,,
11051,資訊工程學研究所,,,,,
56105,資訊工程學研究所,,,,,
31362,資訊工程學研究所,,,,,
32297,資訊工程學研究所,,,,,
24030,資訊工程學研究所,,,,,
13153,資訊工程學研究所,,,,,
47934,資訊工程學研究所,,,,,
10957,資訊工程學研究所,,,,,
23587,資訊工程學研究所,,,,,
27423,資訊工程學研究所,,,,,
56551,資訊工程學研究所,,,,,
42962,資訊工程學研究所,,,,,
39435,資訊工程學研究所,,,,,
52121,資訊工程學研究所,,,,,
27328,資訊工程學研究所,,,,,
18754,資訊工程學研究所,,,,,
39742,資訊工程學研究所,,,,,
55303,資料科學碩士學位學程,,,,,
34616,資料科學碩士學位學程,,,,,
47970,資料科學碩士學位學程,,,,,
57949,資料科學碩士學位學程,,,,,
11462,資料科學碩士學位學程,,,,,
34573,資料科學碩士學位學程,,,,,
55551,資料科學碩士學位學程,,,,,
43607,資料科學碩士學位學程,,,,,
16479,資料科學碩士學位學程,,,,,
31576,資料科學碩士學位學程,,,,,
17978,資料科學碩士學位學程,,,,,
20655,資料科學碩士學位學程,,,,,
15334,資料科學碩士學位學程,,,,,
22449,資料科學碩士學位學程,,,,,
20394,資料科學碩士學位學程,,,,,
36859,資料科學碩士學位學程,,,,,
52525,資料科學碩士學位學程,,,,,
28496,資料科學碩士學位學程,,,,,
48801,資料科學碩士學位學程,,,,,
44288,資料科學碩士學位學程,,,,,
12212,資料科學碩士學位學程,,,,,
57566,醫學工程學系,,,,,
51860,醫學工程學系,,,,,
50221,醫學工程學系,,,,,
32438,醫學工程學系,,,,,
31417,醫學工程學系,,,,,
45359,醫學工程學系,,,,,
46062,醫學工程學系,,,,,
38483,醫學工程學系,,,,,
52823,醫學工程學系,,,,,
47921,,,,,,
52610,醫學工程學系,,,,,
42485,醫學工程學系,,,,,
47234,醫學工程學系,,,,,
31961,醫學工程學系 / 神經生物與認知科學學程 / 醫學工程學研究所,,,,,
55620,醫學工程學研究所,,,,,
44033,醫學工程學研究所,,,,,
12340,醫學工程學研究所,,,,,
38115,醫學工程學研究所,,,,,
36577,醫學工程學研究所,,,,,
43615,醫學工程學研究所,,,,,
53134,醫學工程學研究所,,,,,
11126,,,,,,
25853,醫學工程學研究所,,,,,
34548,醫學工程學研究所,,,,,
14421,醫學工程學研究所,,,,,
36180,醫學工程學研究所,,,,,
18147,醫學工程學研究所,,,,,
16740,醫學工程學研究所,,,,,
47768,醫學工程學研究所,,,,,
29720,醫學工程學研究所,,,,,
22673,醫學工程學研究所,,,,,
22479,醫學工程學研究所,,,,,
27696,醫學工程學研究所,,,,,
48718,醫學工程學研究所,,,,,
27207,醫學工程學研究所,,,,,
15522,醫學工程學研究所,,,,,
26480,醫學工程學研究所,,,,,
39526,醫學工程學研究所,,,,,
21593,醫學工程學研究所,,,,,
45309,牙醫學系,,,,,
46552,牙醫學系,,,,,
47940,全球衛生博士學位學程,,,,,
21630,全球衛生博士學位學程,,,,,
10602,元件材料與異質整合碩士學位學程,,,,,
56444,元件材料與異質整合碩士學位學程,,,,,
58193,元件材料與異質整合碩士學位學程,,,,,
43861,元件材料與異質整合碩士學位學程,,,,,
53184,元件材料與異質整合碩士學位學程,,,,,
56025,元件材料與異質整合碩士學位學程,,,,,
37447,元件材料與異質整合碩士學位學程,,,,,
52606,元件材料與異質整合碩士學位學程,,,,,
21699,元件材料與異質整合碩士學位學程,,,,,
51717,元件材料與異質整合碩士學位學程,,,,,
36476,元件材料與異質整合碩士學位學程,,,,,
55265,元件材料與異質整合碩士學位學程,,,,,
48632,元件材料與異質整合碩士學位學程,,,,,
34928,元件材料與異質整合碩士學位學程,,,,,
23332,元件材料與異質整合碩士學位學程,,,,,
30070,元件材料與異質整合碩士學位學程,,,,,
39204,元件材料與異質整合碩士學位學程,,,,,
39056,元件材料與異質整合碩士學位學程,,,,,
10513,元件材料與異質整合碩士學位學程,,,,,
45576,元件材料與異質整合博士學位學程,,,,,
38942,元件材料與異質整合博士學位學程,,,,,
10070,元件材料與異質整合博士學位學程,,,,,
11914,元件材料與異質整合博士學位學程,,,,,
53899,元件材料與異質整合博士學位學程,,,,,
34547,元件材料與異質整合博士學位學程,,,,,
49781,元件材料與異質整合博士學位學程,,,,,
42005,元件材料與異質整合博士學位學程,,,,,
27526,元件材料與異質整合博士學位學程,,,,,
23716,元件材料與異質整合博士學位學程,,,,,
51204,元件材料與異質整合博士學位學程,,,,,
12597,元件材料與異質整合博士學位學程,,,,,
57875,元件材料與異質整合博士學位學程,,,,,
30932,元件材料與異質整合博士學位學程,,,,,
57906,元件材料與異質整合博士學位學程,,,,,
48542,創新設計學院,,,,,
49565,經濟學系,,,,,
57182,經濟學系,,,,,
59108,經濟學系,,,,,
28784,經濟學系,,,,,
48130,經濟學系,,,,,
52353,經濟學系,,,,,
34200,經濟學系,,,,,
40294,經濟學系,,,,,
49482,經濟學系,,,,,
49348,,,,,,
33836,,,,,,
40331,,"總體經濟學(一、二) 課程大綱 (毛慶生)

本課程將從古典理論的角度探討總體經濟的波動與成長，主要目的在使學生掌握當代總體理論的基本架構、熟練經濟分析的思考模式，進而評估財政政策與貨幣政策的效果。課程的主要教科書有二：

	毛慶生：總體經濟學：古典新論(一), 2022
	Stephen Williamson: Macroeconomics, 2020.

課程的主要內容包括：

(1)	國民所得帳：實質產出及一般物價水準的衡量
(2)	景氣波動的定型特徵：美國及台灣
(3)	廠商的靜態選擇：勞動需求函數及商品供給函數
(4)	消費者的靜態選擇：消費需求函數及勞動供給函數
(5)	靜態模型的全面均衡：競爭均衡及柏拉圖最適狀態
(6)	靜態模型的均衡分析：需求面及供給面衝擊的均衡效果
(7)	靜態模型的政策分析：租稅政策及消費券的政策效果
(8)	消費及儲蓄的選擇：稟賦經濟下的費雪兩期模型
(9)	跨期稟賦經濟的應用分析：李嘉圖等值論及國民年金的福利效果
(10)	跨期消費及勞動的選擇：跨期消費函數及勞動供給函數
(11)	廠商的投資決策：投資需求函數
(12)	Ramsey模型：固定勞動供給下的動態均衡分析
(13)	實質循環模型：當代DGE模型的基本結構
(14)	實質循環模型的均衡分析：需求面及供給面衝擊的均衡效果
(15)	實質循環模型的政策分析：政府購買及扭曲性租稅的政策效果
(16)	Solow-Swan成長模型：新古典外生成長模型
(17)	內生成長模型：Malthus模型及AK模型
(18)	貨幣的供給及需求：基準貨幣需求函數
(19)	物價膨脹與貨幣政策：兼論公債管理與貨幣政策的關係
(20)	貨幣與景氣波動：新興古典模型與新興凱因斯模型的爭論",待補,,,
47492,經濟學系,,,,,
24828,經濟學系,,,,,
39194,經濟學系,,,,,
29334,經濟學系,,,,,
41229,經濟學系,,,,,
43464,經濟學系,,,,,
95062,經濟學系,,,,,
51215,經濟學系 / 經濟學研究所,,,,,
18943,經濟學系 / 經濟學研究所,,,,,
38273,經濟學系 / 經濟學研究所,,,,,
46183,經濟學系 / 經濟學研究所,,,,,
45405,經濟學系 / 經濟學研究所,,,,,
95027,經濟學研究所,,,,,
44132,經濟學研究所,,,,,
59895,經濟學研究所,,,,,
12267,經濟學系 / 經濟學研究所,,,,,
42409,經濟學研究所,,,,,
34750,經濟學研究所,,,,,
44047,經濟學研究所,,,,,
12216,經濟學研究所 / 國際企業學研究所,,,,,
28289,經濟學研究所 / 國際企業學研究所 / 財務金融學研究所,,,,,
26675,經濟學研究所 / 國際企業學研究所,,,,,
48336,經濟學研究所,,,,,
51900,中等學校教育學程,化學科教育實習是由學生申請，經師資培育中心安排實習學校，實習學生自每年八月一日至翌年一月底，各自到中學實習半年。教育實習內涵以教學實習及導師（班務）實習為主，行政實習及研習活動為輔。實習期間將配合參加師資培育中心安排之每月返校心得分享與研討會議，同時與實習指導教授座談討論實習相關事宜。由實習指導教授負責生活輔導及教學輔導，實習輔導學校安排實習輔導老師及教學、導師、行政、實習。實習指導教授並將配合學生在實習學校的時間和實習輔導老師協調安排到校觀摩實習情形。,"本課程之目標為讓本校完成修習教育學程之學生，藉由參加教育實習課程得以利用實習驗證學科、教育專業課程所學之理論；適應學校環境並發展教師所需之專業能力；探究發現教育問題，並以創新的方法解決問題。
培養學生核心能力：
A. 充實對教育理念與體制之認識
B. 培養課程、教學與評量之知能
C. 提升學生輔導與班級經營之能力
D. 具備任教學科專業之知能
E. 整合任教學科知識與教育理論之實踐能力
F. 增進多元創新與溝通領導之能力
G. 養成自省、敬業與關懷社會之態度",參加教育實習之學生應在實習學校指導安排下從事教學實習、導師實習、行政實習及研習活動，並應全程參與實習學校之各項教育活動。此外，參考師資培育中心教育實習手冊相關規定，定期繳交報到表、實習計畫書、實習工作報告表、實習檔案歷程。,,
43783,中等學校教育學程,"輔導師資培育中心學生赴國或高中進行教師實習,包含做為一位全職專任國或高中教師所須承擔的教學,導師,行政全面性業務.

與實習學校合作,輔導實習學生完成實習教師課程.","本課程之目標為讓本校完成修習教育學程之學生，藉由參加教育實習課程得以利用實習驗證學科、教育專業課程所學之理論；適應學校環境並發展教師所需之專業能力；探究發現教育問題，並以創新的方法解決問題。
培養學生核心能力：
1. 充實對教育理念與體制之認識
2. 培養課程、教學與評量之知能
3. 提升學生輔導與班級經營之能力
4. 具備任教學科專業之知能
5. 整合任教學科知識與教育理論之實踐能力
6. 增進多元創新與溝通領導之能力
7. 養成自省、敬業與關懷社會之態度",敬業樂群,,1
11206,電機工程學系,,,,,
20691,電機工程學系,The first course for Logic and Circuit Design,"Number Systems, Boolean Algebra, Application of Boolean Algebra, Karnaugh Maps, Multi-Level Gate Circuits, Combinational Circuit Design, Multiplexers/Decoders/PLDs, Latches/FFs, Registers/Counters, Analysis of Clocked Sequential Circuits, Derivation of State Graphs and Tables, Reduction of State Tables, Sequential Circuit Design","SCLD五班統一使用2025 Fall SCLD Signup Sheet 交電加簽表單 https://forms.gle/hwNL4doMtUhVJ2rD8 
Rule: - EE1 (限未選到課程學生) 、EE轉系生 (限未選到課程學生) > EE2 = EE3 = EE4 > 外系> 研究所 > (已選到課程學生) 
加選至各班人數上限
填寫截止時間 2025/09/06 23:59 - 結果公布 2025/09/08 23:59","6%	

Quiz 1


6%	

Quiz 2


6%	

Quiz 3


3%	

Lab 1


3%	

Lab 2


38%	

Midterm


38%	

Final

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",3～6 hours each week
14479,電機工程學系,,,,,
25262,電機工程學系,,,,,
12924,電機工程學系,,,,,
23744,電機工程學系,,,,,
10309,生醫電子與資訊學研究所,,,,,
58945,電機工程學系,,,,,
42735,電機工程學系,,,,,
51222,電機工程學系,,,,,
57934,電機工程學系,,,,,
23497,電機工程學系,,,,,
19743,電機工程學系,,,,,
28676,電機工程學系,,,,,
57937,電機工程學系,,,,,
41735,電機工程學系,,,,,
42529,電機工程學系,,,,,
41232,電機工程學系,,,,,
45024,電機工程學系,,,,,
14278,電機工程學系,,,,,
54952,電機工程學系,,,,,
27042,電機工程學系,,,,,
10848,電機工程學系,,,,,
24953,電機工程學系,,,,,
49132,電機工程學系,,,,,
18128,電機工程學系,,,,,
22044,電機工程學系,,,,,
28959,電機工程學系,,,,,
31046,電機工程學系,,,,,
31229,電機工程學系,,,,,
25958,電機工程學系,,,,,
17900,電機工程學系,,,,,
28982,電機工程學系,,,,,
25548,電機工程學系,,,,,
13764,電機工程學系,,,,,
47536,電機工程學系,,,,,
30821,電機工程學系,,,,,
39264,電機工程學系,,,,,
49475,電機工程學系 / 神經生物與認知科學學程,,,,,
46949,電機工程學系,,,,,
32194,電機工程學系,,,,,
30651,電機工程學系,,,,,
36618,電機工程學系,,,,,
58309,電機工程學系,,,,,
46477,電機工程學系,,,,,
47367,電機工程學系,,,,,
26752,電機工程學系,,,,,
45978,電機工程學系,,,,,
22152,電機工程學系,,,,,
11229,電機工程學系,,,,,
18138,電機工程學系,,,,,
34485,電機工程學系 / 神經生物與認知科學學程,,,,,
26729,電機工程學系,,,,,
29122,電機工程學系,,,,,
37106,電機工程學系,,,,,
17716,電機工程學系,,,,,
23657,電機工程學系,,,,,
41129,電機工程學系,,,,,
49628,電機工程學系,,,,,
57635,電機工程學研究所 / 積體電路設計與自動化碩士學位學程 / 積體電路設計與自動化博士學位學程 / 生醫電子與資訊學研究所 / 電子工程學研究所,,,,,
31041,電機工程學研究所,,,,,
16973,電機工程學研究所 / 智慧醫療學分學程 / 電信工程學研究所,,,,,
34999,電機工程學研究所,,,,,
37772,電機工程學研究所,,,,,
46876,電機工程學研究所,,,,,
57268,電機工程學研究所,,,,,
13196,電機工程學研究所,,,,,
42201,電機工程學研究所,,,,,
18934,電機工程學研究所,,,,,
42533,,,,,,
23344,電機工程學研究所,,,,,
23419,電機工程學研究所,,,,,
40269,電機工程學研究所,,,,,
32688,電機工程學研究所,,,,,
37290,電機工程學研究所,,,,,
13176,電機工程學研究所,,,,,
39123,電機工程學研究所,,,,,
41328,電機工程學研究所,,,,,
10785,電機工程學研究所,,,,,
32307,電機工程學研究所,,,,,
55440,電機工程學研究所,,,,,
31418,電機工程學研究所,,,,,
16785,電機工程學研究所,,,,,
11078,電機工程學研究所,,,,,
51171,電機工程學研究所,,,,,
34336,電機工程學研究所,,,,,
58962,電機工程學研究所,,,,,
48104,電機工程學研究所,,,,,
35263,電機工程學研究所,,,,,
15604,電機工程學研究所,,,,,
22800,電機工程學研究所,,,,,
29955,電機工程學研究所,,,,,
33660,電機工程學研究所,,,,,
23380,電機工程學研究所,,,,,
21078,電機工程學研究所,,,,,
22998,電機工程學研究所,,,,,
34388,電機工程學研究所,,,,,
18227,電機工程學研究所,,,,,
27285,電機工程學研究所,,,,,
10088,電機工程學研究所,,,,,
31994,電機工程學研究所,,,,,
20958,電機工程學研究所,,,,,
26133,電機工程學研究所,,,,,
58970,電機工程學研究所,,,,,
22833,電機工程學研究所,,,,,
28910,電機工程學研究所,,,,,
33993,電機工程學研究所,,,,,
21324,電機工程學研究所,,,,,
22699,電機工程學研究所,,,,,
26277,電機工程學研究所,,,,,
52654,電機工程學研究所,,,,,
34594,電機工程學研究所,,,,,
45783,電機工程學研究所,,,,,
52542,電機工程學研究所,,,,,
24922,電機工程學研究所,,,,,
30531,電機工程學研究所,,,,,
32785,電機工程學研究所,,,,,
15523,電機工程學研究所,,,,,
25107,電機工程學研究所,,,,,
31839,電機工程學研究所,,,,,
54664,生命科學院院學士學位 / 生態學與演化生物學研究所,,,,,
19182,生態學與演化生物學研究所 / 生命科學院院學士學位,,,,,
54470,生態學與演化生物學研究所,,,,,
41288,生態學與演化生物學研究所,,,,,
56497,生態學與演化生物學研究所,,,,,
34767,生態學與演化生物學研究所,,,,,
58440,生態學與演化生物學研究所,,,,,
30696,生態學與演化生物學研究所,,,,,
14607,生態學與演化生物學研究所,,,,,
18171,生態學與演化生物學研究所,,,,,
26367,生態學與演化生物學研究所,,,,,
30092,生態學與演化生物學研究所,,,,,
27406,生態學與演化生物學研究所,,,,,
25183,生態學與演化生物學研究所,,,,,
95025,生態學與演化生物學研究所,,,,,
55254,生態學與演化生物學研究所,,,,,
39065,生態學與演化生物學研究所,,,,,
26634,生態學與演化生物學研究所,,,,,
10566,生態學與演化生物學研究所,,,,,
37923,生態學與演化生物學研究所,,,,,
55931,生態學與演化生物學研究所,,,,,
48789,生態學與演化生物學研究所,,,,,
57035,生態學與演化生物學研究所,,,,,
47189,生態學與演化生物學研究所,,,,,
59987,生態學與演化生物學研究所,,,,,
37431,生態學與演化生物學研究所,,,,,
28711,生態學與演化生物學研究所,,,,,
52021,生態學與演化生物學研究所,,,,,
13343,生態學與演化生物學研究所,,,,,
21541,電機工程學研究所 / 積體電路設計與自動化碩士學位學程 / 量子計算與資訊學程 / 積體電路設計與自動化博士學位學程 / 電子工程學研究所,,,,,
28498,電機工程學研究所 / 電子工程學研究所,,,,,
20021,電子工程學研究所,,,,,
14854,電子工程學研究所,,,,,
25364,電子工程學研究所,,,,,
47412,電子工程學研究所,,,,,
11200,電子工程學研究所,,,,,
21333,電子工程學研究所,,,,,
49683,電子工程學研究所,,,,,
37598,電子工程學研究所,,,,,
13460,電子工程學研究所,,,,,
16280,電子工程學研究所,,,,,
31094,電子工程學研究所,,,,,
32832,電子工程學研究所,,,,,
18252,電子工程學研究所,,,,,
10107,電子工程學研究所,,,,,
54058,電子工程學研究所,,,,,
21857,電子工程學研究所,,,,,
56002,電子工程學研究所,,,,,
21864,電子工程學研究所,,,,,
31993,電子工程學研究所,,,,,
18693,電子工程學研究所,,,,,
32423,電子工程學研究所,,,,,
36567,電子工程學研究所,,,,,
21217,電子工程學研究所,,,,,
31908,電子工程學研究所,,,,,
45289,電子工程學研究所,,,,,
54974,電子工程學研究所,,,,,
26847,電子工程學研究所,,,,,
25143,電子工程學研究所,,,,,
23383,電子工程學研究所,,,,,
20060,電子工程學研究所,,,,,
42046,電子工程學研究所,,,,,
26184,電子工程學研究所,,,,,
56748,電子工程學研究所,,,,,
25420,電子工程學研究所,,,,,
25734,電子工程學研究所,,,,,
18086,電子工程學研究所,,,,,
25660,電子工程學研究所,,,,,
31427,電子工程學研究所,,,,,
39801,電子工程學研究所,,,,,
18742,電子工程學研究所,,,,,
56417,電子工程學研究所,,,,,
49195,電子工程學研究所,,,,,
53963,電子工程學研究所,,,,,
41753,電子工程學研究所,,,,,
42141,電子工程學研究所,,,,,
53434,電子工程學研究所,,,,,
42917,電子工程學研究所,,,,,
13184,電子工程學研究所,,,,,
53731,電子工程學研究所,,,,,
31660,電子工程學研究所,,,,,
26142,電子工程學研究所,,,,,
51547,電子工程學研究所,,,,,
31108,電子工程學研究所,,,,,
49382,電子工程學研究所,,,,,
33177,電子工程學研究所,,,,,
58020,電子工程學研究所,,,,,
55115,電子工程學研究所,,,,,
57798,電子工程學研究所,,,,,
56629,電子工程學研究所,,,,,
11404,電子工程學研究所,,,,,
47163,電子工程學研究所,,,,,
58917,創業創新管理碩士在職專班,,,,,
11699,昆蟲學系,,,,,
39614,昆蟲學系,,,,,
48967,昆蟲學系 / 神經生物與認知科學學程,,,,,
57219,昆蟲學系,,,,,
21440,昆蟲學系,,,,,
18709,昆蟲學系,,,,,
14703,昆蟲學系,,,,,
42403,昆蟲學系,,,,,
29975,昆蟲學系,,,,,
49458,昆蟲學系 / 昆蟲學研究所,,,,,
55633,昆蟲學系,"細胞是構成所有生命的基本單元，從1665年英國科學院的科學家虎克(Robert Hooke)首次以自製的顯微鏡，觀察取自已具次生組織樹株的木栓層薄片，看到許多蜂窩狀的小格子，將之命名為cellulae(小房間之意)，並成為日後生物學家命名細胞的字源，至今已逾三百多年，細胞學仍然方興未艾，並成為所有生命科學之基礎。所謂見微知著，瞭解基本生命單元--細胞之構造、功能，成為瞭解生命本質之基礎。
	因此，本門課程著重於提供學生瞭解-細胞之構造、功能、遺傳、及訊息傳遞調控之基礎，作為學生將來學習其他進階科目(細胞生物學、分子生物學)之磐石；此外，科學研究之發展，細胞學已應用於各領域當中，本課程最後將介紹細胞技術於各領域之研究與應用---包括基因工程、組織工程、細胞工程等領域之應用；期能使學生對細胞學，不論在基礎研究、或進階應用皆能有所瞭解。","瞭解各種細胞之基本構造及功能
瞭解細胞之分裂與遺傳基礎
瞭解細胞之訊息調控
瞭解細胞科學研究之應用",修課學生需具備基礎生物學之背景,"40%	

小考

本學期課程因為假日或運動會停課共有三週，為了避免耽誤",
16224,,,,,,
18792,昆蟲學研究所,,,,,
36902,昆蟲學研究所,,,,,
30649,土木工程學系 / 環境工程學研究所,,,,,
37227,環境工程學研究所,,,,,
47099,環境工程學研究所,,,,,
32800,環境工程學研究所,,,,,
34308,環境與職業健康科學研究所,,,,,
19195,環境與職業健康科學研究所,,,,,
17618,環境與職業健康科學研究所,,,,,
29691,環境與職業健康科學研究所,,,,,
52390,環境與職業健康科學研究所,,,,,
39345,環境與職業健康科學研究所,,,,,
50240,公共衛生學系 / 流行病學與預防醫學研究所,,,,,
52796,流預所流行病學組,,,,,
36158,流行病學與預防醫學研究所,,,,,
29558,流預所流行病學組,,,,,
17970,流預所流行病學組,,,,,
18281,流行病學與預防醫學研究所,,,,,
53387,地球系統科學國際研究生博士學位學程,,,,,
37229,地球系統科學國際研究生博士學位學程,,,,,
23999,地球系統科學國際研究生博士學位學程,,,,,
54586,地球系統科學國際研究生博士學位學程,,,,,
26292,地球系統科學國際研究生博士學位學程,,,,,
15148,工程科學及海洋工程學系,,,,,
31822,工程科學及海洋工程學系,,,,,
16254,工程科學及海洋工程學系,,,,,
36785,工程科學及海洋工程學系,,,,,
54820,工程科學及海洋工程學系,,,,,
13000,工程科學及海洋工程學系,,,,,
52620,工程科學及海洋工程學系,,,,,
26583,工程科學及海洋工程學系,,,,,
28066,工程科學及海洋工程學系,,,,,
41523,工程科學及海洋工程學系,,,,,
33402,工程科學及海洋工程學系,,,,,
37929,工程科學及海洋工程學系,,,,,
52664,工程科學及海洋工程學系,,,,,
53458,工程科學及海洋工程學系 / 工程科學及海洋工程學研究所,,,,,
26093,工程科學及海洋工程學系 / 工程科學及海洋工程學研究所,,,,,
21991,工程科學及海洋工程學研究所,,,,,
18386,工程科學及海洋工程學研究所,,,,,
47925,工程科學及海洋工程學研究所,,,,,
18935,工程科學及海洋工程學研究所,,,,,
28254,工程科學及海洋工程學研究所,,,,,
16078,工程科學及海洋工程學研究所,,,,,
15253,工程科學及海洋工程學研究所,,,,,
45228,工程科學及海洋工程學研究所,,,,,
30350,工程科學及海洋工程學研究所,,,,,
18616,工程科學及海洋工程學研究所,,,,,
23690,工程科學及海洋工程學研究所,,,,,
14180,工程科學及海洋工程學研究所,,,,,
47062,工程科學及海洋工程學研究所,,,,,
55746,工程科學及海洋工程學研究所,,,,,
54082,工程科學及海洋工程學研究所,,,,,
17467,工程科學及海洋工程學研究所,,,,,
28240,工程科學及海洋工程學研究所,,,,,
13966,工程科學及海洋工程學研究所,,,,,
31934,工程科學及海洋工程學研究所,,,,,
23261,工程科學及海洋工程學研究所,,,,,
53916,工程科學及海洋工程學研究所,,,,,
27833,工程科學及海洋工程學研究所,,,,,
59440,工程科學及海洋工程學研究所,,,,,
45163,工程科學及海洋工程學研究所,,,,,
56728,工程科學及海洋工程學研究所,,,,,
31824,工程科學及海洋工程學研究所,,,,,
24579,財務金融學系,,,,,
40876,財務金融學系,,,,,
36634,財務金融學系,,,,,
30506,財務金融學研究所,,,,,
52959,財務金融學研究所,,,,,
26648,財務金融學研究所,,,,,
40624,財務金融學研究所,,,,,
48499,財務金融學研究所,,,,,
17344,財務金融學研究所,,,,,
13306,財務金融學研究所,,,,,
46716,漁業科學研究所,,,,,
12052,漁業科學研究所,,,,,
54610,漁業科學研究所,,,,,
46901,漁業科學研究所,,,,,
48171,漁業科學研究所,,,,,
37810,漁業科學研究所,,,,,
40363,漁業科學研究所,,,,,
20752,漁業科學研究所,,,,,
34408,漁業科學研究所,,,,,
46404,漁業科學研究所,,,,,
34734,漁業科學研究所,,,,,
29301,漁業科學研究所,,,,,
46704,漁業科學研究所,,,,,
53472,外國語文學系,,,,,
20635,外國語文學系,,,,,
03023,醫學院,,,,"10%	

Attendance and participation


25%	

Quiz

Color (7%) / Action verbs (10%) / Number (8%)


15%	

Assignment


25%	

Mid-term


25%	

Final exam

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
03007,文學院,"This EMI course covers four language skills: listening, speaking, reading, and writing. Authentic listening materials are employed to improve students’ communicative competence in real-life contexts. In an effort to enhance students’ fluency in spoken English, students will learn how to summarize discussions and how to effectively organize ideas and thoughts in the context of shared experience. With oral presentations and application activities, students are expected to better listening and speaking skills and gain confidence in using English. To develop their reading skills, they will read articles on a variety of topics and learn how texts are unfolded. Also imparted in this course is knowledge of grammar and rhetoric, which is essential to students’ capacity to revise and edit their own prose.",This course aims to prepare students for EMI courses in higher education. The goals of this course are to improve students’ holistic proficiency in English and to help students develop critical thinking as they engage in different English for Academic Purposes (EAP) genres.,see syllabus,,1 : 2
03040,工學院 / 法律學院 / 電機資訊學院,,,,,
47268,外國語文學系 / 文學院院學士學位,,,,,
36327,,,,,,
49064,,,,,,
12493,無授課對象,,,,,
52759,,,,,,
34610,,,"The aim of the course is to teach reading ancient Greek as quickly, thoroughly and enjoyably as possible, and to do so within the context of ancient Greek culture, without presupposing any knowledge at all of either the language or the culture. The passages that will be studied will be accompanied by narratives in English and illustrations drawn from ancient works of art, which will provide background information and deepen one`s understanding of some aspects of the history and culture of ancient Greece. Attention will also be paid to the influence of the Greek language to the vocabulary of English: so the takers of this course will also attain a better understanding of English, while their knowledge of English will be useful in learning Greek.

教材：
	M. Balme, G Lawall: Athenaze, Book I (Oxford University Press)
課程目標",,,
11717,外國語文學系,,,,,
12481,,,,,,
19341,,,,,,
59541,外國語文學系,,,,,
28426,外國語文學系,,,,,
39441,中英翻譯學程 / 外國語文學系,,,,,
28495,外國語文學系 / 中英翻譯學程,,,,,
46120,外國語文學系,,,,,
41069,西洋古典學學分學程 / 外國語文學系,,,,,
46165,中英翻譯學程 / 外國語文學系,,,,,
46932,外國語文學系,,,,,
12287,外國語文學系 / 文學院院學士學位,,,,,
57068,機械工程學研究所,,,,,
58329,機械工程學研究所,,,,,
56639,機械工程學研究所,,,,,
46180,機械工程學研究所,,,,,
22565,機械工程學研究所,,,,,
35982,機械工程學研究所,,,,,
54694,機械工程學研究所,,,,,
50564,機械工程學研究所,,,,,
53376,機械工程學研究所,,,,,
34585,機械工程學研究所,,,,,
10983,機械工程學研究所,,,,,
30400,機械工程學研究所,,,,,
17389,機械工程學研究所,,,,,
24917,機械工程學研究所,,,,,
38878,機械工程學研究所,,,,,
44220,機械工程學研究所,,,,,
17826,機械工程學研究所,,,,,
36542,機械工程學研究所,,,,,
46007,機械工程學研究所,,,,,
52940,機械工程學研究所,,,,,
32509,機械工程學研究所,,,,,
14701,機械工程學研究所,,,,,
41536,機械工程學研究所,,,,,
35521,機械工程學研究所,,,,,
34425,機械工程學研究所,,,,,
24662,機械工程學研究所,,,,,
51916,機械工程學研究所,,,,,
43843,機械工程學研究所,,,,,
31584,機械工程學研究所,,,,,
54868,機械工程學研究所,,,,,
46437,機械工程學研究所,,,,,
54085,機械工程學研究所,,,,,
31755,機械工程學研究所,,,,,
20442,機械工程學研究所,,,,,
